5600 0
5610 0.0504728
5620 0.101037
5630 0.151692
5640 0.202436
5650 0.253268
5660 0.304188
5670 0.355195
5680 0.406288
5690 0.457465
5700 0.508726
5710 0.560071
5720 0.611498
5730 0.663006
5740 0.714595
5750 0.766264
5760 0.766886
5770 0.767504
5780 0.768119
5790 0.768729
5800 0.769336
5810 0.769938
5820 0.770537
5830 0.771133
5840 0.771725
5850 0.772313
5860 0.772898
5870 0.773479
5880 0.774057
5890 0.774632
5900 0.775204
5910 0.775773
5920 0.776338
5930 0.776901
5940 0.77746
5950 0.778017
5960 0.778571
5970 0.779122
5980 0.77967
5990 0.780216
6000 0.78076
6010 0.7813
6020 0.781839
6030 0.782375
6040 0.782909
6050 0.78344
6060 0.783969
6070 0.784497
6080 0.785022
6090 0.785545
6100 0.786066
6110 0.786585
6120 0.787103
6130 0.787618
6140 0.788133
6150 0.788645
6160 0.789156
6170 0.789665
6180 0.790173
6190 0.790679
6200 0.791184
6210 0.791688
6220 0.79219
6230 0.792692
6240 0.793192
6250 0.793691
6260 0.794189
6270 0.794686
6280 0.795183
6290 0.795678
6300 0.796172
6310 0.796666
6320 0.797159
6330 0.797652
6340 0.798144
6350 0.798635
6360 0.799126
6370 0.799616
6380 0.800106
6390 0.800596
6400 0.801085
6410 0.801574
6420 0.802063
6430 0.802552
6440 0.80304
6450 0.803529
6460 0.804017
6470 0.804506
6480 0.804994
6490 0.805483
6500 0.805972
6510 0.806461
6520 0.80695
6530 0.807439
6540 0.807929
6550 0.808419
6560 0.80891
6570 0.809401
6580 0.809892
6590 0.810384
6600 0.810876
6610 0.811369
6620 0.811863
6630 0.812357
6640 0.812852
6650 0.813348
6660 0.813844
6670 0.814341
6680 0.814839
6690 0.815338
6700 0.815838
6710 0.816338
6720 0.816839
6730 0.817342
6740 0.817845
6750 0.818349
6760 0.818854
6770 0.819361
6780 0.819868
6790 0.820376
6800 0.820886
6810 0.821396
6820 0.821908
6830 0.822421
6840 0.822935
6850 0.82345
6860 0.823966
6870 0.824484
6880 0.825003
6890 0.825523
6900 0.826044
6910 0.826567
6920 0.82709
6930 0.827616
6940 0.828142
6950 0.828669
6960 0.773919
6970 0.719098
6980 0.664208
6990 0.609248
7000 0.554218
7010 0.499117
7020 0.443946
7030 0.388704
7040 0.333391
7050 0.278006
7060 0.222549
7070 0.16702
7080 0.11142
7090 0.0557462
7100 0
