8500 0
8510 0.0599545
8520 0.119903
8530 0.179843
8540 0.239772
8550 0.299685
8560 0.35958
8570 0.419453
8580 0.479302
8590 0.539121
8600 0.598909
8610 0.658661
8620 0.718374
8630 0.778043
8640 0.837666
8650 0.897237
8660 0.896957
8670 0.896657
8680 0.896339
8690 0.896
8700 0.895642
8710 0.895263
8720 0.894864
8730 0.894445
8740 0.894004
8750 0.893541
8760 0.893058
8770 0.892552
8780 0.892023
8790 0.891473
8800 0.890899
8810 0.890302
8820 0.889682
8830 0.889037
8840 0.888369
8850 0.887676
8860 0.886958
8870 0.886215
8880 0.885446
8890 0.884652
8900 0.883831
8910 0.882984
8920 0.88211
8930 0.881209
8940 0.88028
8950 0.879324
8960 0.878339
8970 0.877326
8980 0.876283
8990 0.875211
9000 0.87411
9010 0.872978
9020 0.871817
9030 0.870624
9040 0.8694
9050 0.868144
9060 0.866857
9070 0.865537
9080 0.864185
9090 0.8628
9100 0.861381
9110 0.859928
9120 0.858441
9130 0.856919
9140 0.855362
9150 0.85377
9160 0.852142
9170 0.850478
9180 0.848776
9190 0.847038
9200 0.845263
9210 0.843449
9220 0.841597
9230 0.839706
9240 0.837776
9250 0.835806
9260 0.833796
9270 0.831746
9280 0.829655
9290 0.827522
9300 0.825348
9310 0.823131
9320 0.820871
9330 0.818568
9340 0.816222
9350 0.813831
9360 0.811396
9370 0.808916
9380 0.80639
9390 0.803818
9400 0.8012
9410 0.798535
9420 0.795822
9430 0.793061
9440 0.790252
9450 0.787394
9460 0.784487
9470 0.78153
9480 0.778522
9490 0.775464
9500 0.772354
9510 0.769192
9520 0.765978
9530 0.762711
9540 0.759391
9550 0.756016
9560 0.752587
9570 0.749103
9580 0.745564
9590 0.741968
9600 0.738316
9610 0.734607
9620 0.73084
9630 0.727014
9640 0.72313
9650 0.719187
9660 0.715184
9670 0.71112
9680 0.706995
9690 0.702809
9700 0.69856
9710 0.694249
9720 0.689875
9730 0.685436
9740 0.680934
9750 0.676366
9760 0.671732
9770 0.667033
9780 0.662266
9790 0.657433
9800 0.652531
9810 0.64756
9820 0.642521
9830 0.637411
9840 0.632232
9850 0.626981
9860 0.580214
9870 0.534095
9880 0.488636
9890 0.443853
9900 0.399759
9910 0.356369
9920 0.313698
9930 0.271759
9940 0.230569
9950 0.190142
9960 0.150494
9970 0.11164
9980 0.0735957
9990 0.0363771
10000 0
