#gA gB gt0 gtfall gtrise rA rB rt0 rtfall rtrise iA iB it0 itfall itrise zA zB zt0 ztfall ztrise
139.98753709819866 -10.969872590505664 -5.464752070722668 85.96877941556109 -3.5452774469319577 58.01440623031199 56.33236812898984 16.99617201984063 36.74555005065099 -7.141424077384433 78.86042953083923 88.77647614039485 51.81071805762448 4.151548997643771 -3.3865105002009233 159.45974136459643 38.61845666999442 24.93176799652311 70.3340805105541 -12.774668218808412 
23.98500779189493 5.103153846153801 -0.04889637652172218 0.0648995591001561 -0.008828591231558965 5.050296427712491 2.7654088072590643 51.0819987214372 7.271011974604807 -4.2965840321194064e-08 48.3507810733639 7.237573493408973 -1.4473122297782827e-05 2.780291576551806 -7.1686627293766445e-06 133.0172433471424 7.746056289237954 0.6445934427152824 7.023273456154528 -0.49071041659630116 
33.244191258533 4.781984099493757 35.73406402708311 4.135002925161069 -0.332925509972461 61.750640534270744 0.8349565286592888 31.749062819919555 15.440280197317703 -5.4034579356934955 97.75262218522043 2.528091949645279 58.49712681302967 13.239672105652307 -7.275248036808249 59.52722493016808 1.085583714700938 29.612587110186304 39.229761475554035 -7.889902848378398 
60.17476801645413 5.964521735637382 3.3994179027665687 5.857186490608767 -1.0885003375057265 85.27705359350131 -6.462074712056256 -7.943714893453317e-07 33.74573564473163 -5.295246790914118e-07 145.67916151284967 3.7522196246598103 14.852396799195969 11.656217920939014 -6.54015359757566 129.0675093800499 -2.9578315707494056 2.250033624605457 27.53554041438721 -5.776652619992649 
158.1987150766954 5.447687158692608 34.61764529107813 10.360377474699545 -1.4496226454089638 53.578150824715 0.08353264950043753 35.71281459176897 65.66229134369335 -8.414990150764126 52.05054942052979 8.733233511761258 25.675091144024908 58.05879568400897 -2.039673470765737 65.09185264003419 3.1644416485605924 34.41048190817908 69.67160904633808 -4.988471620292564 
58.24206335864535 7.166705330093857 28.999945396321007 35.189695005240424 -2.908460869334792e-06 344.68431052749276 0.22574986436683622 31.988343107934913 18.697511934767146 -4.642452966540458 173.2719585094345 19.77809044734501 27.007979669546238 35.46471047753458 -6.755934894943542e-05 185.61100160611645 5.502059976738215 28.37830901213105 35.2273493132499 -3.931519742458013 
83.83936869908736 4.076319600969801 38.594671119662124 255.23357163502124 -1.036484021840841 98.87582604302861 1.718368211346587 38.622358126943034 77682609.6246914 -1.483573155239417 54.36640418568791 2.431120602021759 38.05391153477656 252562.76206905462 -0.748506434715631 485.8362366276327 2.3719483170536315 40.843511299183476 0.574093632658122 -0.4933837945979768 
-16.180933803652035 43.56577225217459 10.479039481381806 7428.596995003058 -0.004132477190823925 20.200297941461766 56.1143519846864 0.9184798831695931 38.83634466223993 -2.5617395717751212 -37.40292705697008 106.88668551950143 17.519573665098797 225.57954293516482 -0.10658101867461159 -24.629889783910464 67.31787859431495 8.979940423708628 41.62828518432297 -2.2681303502809495e-06 
30.717943481367865 3.935169313418487 55.79532581817185 5.916031525324599 -2.6775198734358248 117.73193299324636 1.2674991201359689 47.406798712448726 18.700991998822772 -5.217052600679711 132.7162067888897 1.794605507069914 57.969309553749405 20.935624150102633 -5.924901412206442 104.6042249443845 7.680328012139748 56.43148468047556 28.98515383434167 -5.164184398106116 
-7.437983413939555 9.579339188092355 53.605881688087266 893.1375959745775 -0.0006914536692648916 103.78084732925389 0.15442654006314002 15.533768708482716 18.262290883914698 -5.166319784984739 116.27996477991479 2.154874164032298 14.854222848912562 23.465774556973212 -5.416278400084328 91.13415741650643 4.924385800768016 16.493677550464717 28.511721886856638 -5.847540980701882 
-13.033420614117903 16.10491326835102 36.45950310283672 11970.818206491449 -0.38309456353610155 109.9201293655065 3.768643191784299 13.575547966510353 14.046265929551947 -5.018535657918225 127.9993630428476 3.1486132100823108 16.54188370985817 19.159455033573447 -6.746543480385822 95.28794579385726 -3.1557447950855515 9.827161752122931 49.29953717434418 -7.213898775287148 
76.31626747323935 15.948708846213759 23.10587746203997 38.67610955862914 -4.413477373074951e-05 315.7892576180563 1.6647243531014222 41.47415176973367 22.794418294702663 -4.80880694791855 275.48899354443506 7.596470321513775 15.145602151813156 34.94708356312468 -3.5322882061210708 168.65970219072906 2.833303114820425 20.08197737310697 47.907524005624076 -3.0132385228691954 
23.86715403746667 4.015428813935766 44.129097783792254 11.10842795506865 -0.04970714191464056 57.28785012327091 0.9883469697644918 29.905012210520574 29.518840472579218 -2.8479904810589534 100.71945760994257 5.645767766408314 29.853949225701463 17.06967508602897 -4.535727167937723 65.32825136251861 4.998418090532989 37.42081782211793 29.577055723700475 -4.677417197530368 
919.4807020293132 12.553579719000917 10.360827178524424 12.04686309839732 -4.275699045604608 958.130385638464 31.342626127946463 10.747469969269684 18.562482274674686 -5.125331080641628 693.5575475244357 1.4219164974767489 5.595321954702216 35.45717612797286 -4.457534386402625 583.0453379321154 -237.9228636226546 -1.9603103377954192 140.63300309837138 -3.295280052467935 
-11.576733400988758 11.702310925979502 56.547552874594004 55.890915506783315 -0.7631752203219314 59.172077658947615 0.32821008133689566 -3.0335208147403136e-05 26.487208360341416 -2.271063056960863e-06 86.07423813194809 3.3989371583187378 -2.450054364838845e-07 23.96803299648685 -6.825372391196543e-08 11.821305045875755 10.061318702568443 59.139168869097425 8.291744098795663 -11.208500670278587 
46.186885021882105 4.868548766646861 58.8908205139794 7.491586490528991 -3.2546603952279307 38.11773767320748 10.643238432315615 49.87093351940403 34.862375873965945 -8.27979576011613e-05 143.66437234209567 2.9401461122427093 64.62060491991922 12.82151019950509 -6.0139210278432165 93.03357010054684 -0.8113062924639325 52.60399259098747 39.60176337512049 -6.195815120351101 
17.69913370262677 5.889726119127263 59.10097863730807 38.78911537357139 -1.2468284717117467e-06 15.106641373611268 8.815081211123719 59.10193516257045 36.48420785709521 -3.2743847891842594e-06 30.069042833660145 1.1782441268759432 -1.525428312186326e-07 49.015917358732565 -7.24676636615568e-07 37.67077410897614 27.26021702432162 -0.363738374302639 21.076783847402123 -0.14562919866405918 
21.761541105384776 3.3875535647102253 52.07985077173725 8.141552936010513 -2.3697848491828752 110.07998073100094 0.3817811761226606 55.37251540010632 15.374556668592893 -4.752369462170988 100.52908649767377 0.45763896237112756 51.03662203509015 24.1665777507027 -4.869709038755144 98.42151553332072 1.3236580413449064 52.39194171717011 28.99244098135388 -4.176664299538711 
