# ID train/target Class
DES_SN678964 train 30
DES_SN209881 train 0
DES_SN428512 train 0
DES_SN370797 train 0
DES_SN140201 train 33
DES_SN356233 train 0
DES_SN868584 train 21
DES_SN827840 train 15
DES_SN282023 train 0
DES_SN453268 train 0
DES_SN305142 train 0
DES_SN413003 train 0
DES_SN035055 train 0
DES_SN321244 train 0
DES_SN354506 train 0
DES_SN574141 train 0
DES_SN462813 train 8
DES_SN509093 train 0
DES_SN812430 train 2
DES_SN730970 train 34
DES_SN371350 train 0
DES_SN235393 train 8
DES_SN256219 train 0
DES_SN254743 train 0
DES_SN037264 train 22
DES_SN776313 train 0
DES_SN469578 train 2
DES_SN023338 train 0
DES_SN783159 train 0
DES_SN472942 train 32
DES_SN129536 train 0
DES_SN442469 train 37
DES_SN135673 train 30
DES_SN611587 train 0
DES_SN819467 train 0
DES_SN224188 train 13
DES_SN295324 train 22
DES_SN026219 train 8
DES_SN051878 train 2
DES_SN145496 train 8
DES_SN042058 train 0
DES_SN431786 train 0
DES_SN027401 train 34
DES_SN096355 train 32
DES_SN314708 train 21
DES_SN132858 train 22
DES_SN151017 train 0
DES_SN593722 train 30
DES_SN504750 train 30
DES_SN665571 train 3
DES_SN884582 train 0
DES_SN013253 train 0
DES_SN856759 train 21
DES_SN369484 train 0
DES_SN256883 train 30
DES_SN363399 train 30
DES_SN575806 train 0
DES_SN842523 train 24
DES_SN089770 train 0
DES_SN724332 train 2
DES_SN501364 train 30
DES_SN745421 train 30
DES_SN603899 train 2
DES_SN346283 train 0
DES_SN342686 train 0
DES_SN068170 train 0
DES_SN506062 train 7
DES_SN734943 train 0
DES_SN487119 train 8
DES_SN134312 train 2
DES_SN030494 train 30
DES_SN224549 train 0
DES_SN011001 train 0
DES_SN688778 train 26
DES_SN678400 train 0
DES_SN168927 train 42
DES_SN030041 train 0
DES_SN129361 train 8
DES_SN395684 train 0
DES_SN324412 train 0
DES_SN634661 train 0
DES_SN641828 train 26
DES_SN625246 train 0
DES_SN070723 train 0
DES_SN526548 train 30
DES_SN714769 train 13
DES_SN735440 train 0
DES_SN687751 train 0
DES_SN506940 train 30
DES_SN299194 train 0
DES_SN459746 train 0
DES_SN860362 train 30
DES_SN115131 train 4
DES_SN032067 train 23
DES_SN324249 train 30
DES_SN708889 train 0
