# 33 fluxes for g,r,i,z
-9.36429138 15.12203159 69.81999042 40.53850041 -0.00000068 19.11915725 3.75762422 37.04487942 34.30404707 -0.10108083 0.00000001 11.67529263 13.72780675 0.65244357 11.82314644 29.68068270 5.76253923 104.98709583 11.29143541 -8.66890924
21.98834369 2.18947680 50.85895986 3.70764803 -0.00000264 18.23593055 2.25454774 36.15605740 6.17263950 -0.10088164 17.02660239 3.79519869 35.00287728 26.46175181 -0.00038617 -12.87453979 15.13013207 82.82920348 179243073.60195595 -2.37455635
12.73365109 4.93716779 26.93295003 5.47978228 -0.00000062 26.33838027 -1.92103735 14.75055632 108.62694663 -5.14360953 25.99180436 -0.71708746 26.45350803 144.23791331 -17.70981301 12.51422055 5.08056375 31.79736947 159.43186576 -0.11594631
29.33474071 4.64431698 47.39812250 37.25937418 -6.13298210 53.44573182 -0.13004458 43.37235218 46.15286590 -8.88971546 52.32870491 7.36017319 47.03783734 35.13507719 -4.60172736 33.84158265 8.95025519 53.29744726 44.86560880 -0.18211625
9.29157321 4.13137256 80.73519116 22.47283794 -0.91252950 -8.86701014 10.59173625 64.55312822 110162928.04001613 -14.42225983 69.23365476 5.37210096 20.74708011 13.97278584 -3.83730132 -19.46237123 19.54077443 71.99714737 179.83722908 -4.72956046
11.59677505 3.96804339 96.04529692 6.28323570 -0.10616252 5.46236812 1.77598989 41.58901399 17.87893395 -0.00341359 8.32958979 2.18404299 72.62213169 0.98718444 -0.97354628 24.61475207 2.02881758 74.73851806 11.92571814 -7.90450139
88.22959712 4.50540279 43.32856399 3.58924532 -1.86759293 52.51672333 2.70423506 52.74102452 12.99771363 -3.39829134 23.07592061 3.91121370 54.69079539 29.32910876 -1.84632873 24.17466132 5.29130257 43.53500879 51.19090377 -0.35111418
25.66578907 5.07644691 13.80488117 32.82786470 -0.05032102 31.18568581 2.16790833 43.86368079 41.63240152 -0.14429496 21.16269413 3.40353882 46.67897979 63.22979856 -1.66240478 17.50826659 4.88909757 47.32482684 101.21944504 -0.12726071
-5.06337243 5.43155315 61.40343820 66.50297241 -0.56635629 19.18526235 1.87904761 3.73198242 16.87231328 -4.36512582 60.17075764 -48.53698276 -0.00226552 684.27195481 -0.00063625 -18.31090646 14.01505589 76.68425298 7.50893452 -5.85565457
34.52350723 7.00624020 34.60874627 16.68850055 -0.80437151 147.38058151 2.04505237 36.29340453 15.09181246 -3.79132691 169.11310360 6.06184045 44.52689969 20.54964877 -4.52061647 186.78022899 19.91057353 29.50059803 22.02308997 -4.08596154
16.76225454 2.77905625 84.66407882 0.50899861 -0.01893225 24.57034424 0.47081255 32.45839937 14.20639807 -7.70846100 58.89794945 2.20364137 29.44901513 18.02932111 -5.84324463 52.20481518 2.50597551 32.96354117 20.88922379 -7.36508179
84.65334132 1.60338061 34.53596961 39.83210526 -3.43155036 60.74055931 0.40291832 21.91282062 87.83718695 -4.18871184 67.33866956 -2.95782462 30.88890440 130.68650723 -10.18200838 69.65367232 1.41033978 33.66199740 97.29573145 -7.61149446
19.26843585 7.51900126 52.08199828 3.65558497 -0.00000001 -9.19260929 14.57633072 51.04168792 323.88913034 -0.03191432 64.79000003 8.89022980 4.56947985 24.20119629 -1.68893518 20.03952614 9.26642114 36.97998940 11.08477663 -0.00002547
34.94800167 2.94511218 38.98226049 102.48118718 -0.43465631 41.33317625 1.72442586 39.27199132 -149122119.00264353 -6.17736932 38.96742380 0.06003874 38.20498930 648615038.70953703 -13.37599555 67.77053511 1.87943856 74.76169200 9.70826247 -6.63573568
9.57231536 2.38742791 57.48811479 35.08929237 -2.24659606 21.99783470 0.65392415 50.11391141 22.81731500 -2.24628506 11.60215919 3.73323875 41.15598597 32.73403574 -3.14200139 14.34476808 1.74674079 52.09376177 62.92052716 -2.33765823
20.55275110 4.55486584 43.91768174 27.03088627 -0.00037358 27.67657823 1.75903700 35.94738149 43.80921408 -0.29487040 25.73517392 2.95751507 37.69384705 65.70172279 -0.16266458 21.30899171 4.91651678 40.16827404 96.27191803 -0.08192578
17.66639978 3.68484431 9.93898256 4.16845118 -0.00033771 32.16098347 0.91581040 8.03758279 25.41764262 -2.78758847 19.61698936 9.99008665 57.10595905 15.45165180 -0.00000159 -8.16741243 14.97646669 49.09379241 41.01729800 -0.00008544
