nqueries,snids,accuracy,eff,pur,fom
0,---,0.6784192173576133,0.08781362007168458,0.13243243243243244,0.004251845240625044
1,DES_SN552011,0.6784192173576133,0.08781362007168458,0.13243243243243244,0.004251845240625044
2,DES_SN115455,0.6784192173576133,0.08781362007168458,0.13243243243243244,0.004251845240625044
3,DES_SN053050,0.6788066640836885,0.08781362007168458,0.13279132791327913,0.004264487000507973
4,DES_SN345926,0.6791941108097637,0.08781362007168458,0.1331521739130435,0.004277204158561178
5,DES_SN761223,0.6791941108097637,0.08781362007168458,0.1331521739130435,0.004277204158561178
6,DES_SN374314,0.6791941108097637,0.08781362007168458,0.1331521739130435,0.004277204158561178
7,DES_SN151346,0.6795815575358388,0.08781362007168458,0.1335149863760218,0.0042899973913385295
8,DES_SN005499,0.6791941108097637,0.08781362007168458,0.1331521739130435,0.004277204158561178
9,DES_SN869147,0.6795815575358388,0.08781362007168458,0.1335149863760218,0.0042899973913385295
10,DES_SN425394,0.679969004261914,0.08781362007168458,0.13387978142076504,0.004302867383512546
11,DES_SN719356,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
12,DES_SN326950,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
13,DES_SN531911,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
14,DES_SN139929,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
15,DES_SN601845,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
16,DES_SN388897,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
17,DES_SN364788,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
18,DES_SN686198,0.6865555986051918,0.08422939068100359,0.13623188405797101,0.004206994008509212
19,DES_SN774751,0.6861681518791166,0.08243727598566308,0.13372093023255813,0.004034164569511172
20,DES_SN461920,0.6861681518791166,0.08243727598566308,0.13372093023255813,0.004034164569511172
21,DES_SN547709,0.6861681518791166,0.08243727598566308,0.13372093023255813,0.004034164569511172
22,DES_SN390647,0.6861681518791166,0.08243727598566308,0.13372093023255813,0.004034164569511172
23,DES_SN830592,0.6861681518791166,0.08243727598566308,0.13372093023255813,0.004034164569511172
24,DES_SN105624,0.6865555986051918,0.08243727598566308,0.13411078717201166,0.0040470807847817515
25,DES_SN473227,0.6869430453312669,0.08243727598566308,0.13450292397660818,0.004060079973597967
26,DES_SN178623,0.6780317706315382,0.0985663082437276,0.14360313315926893,0.005217658280466812
